target,scaffold,active_count,rank
PKM2,O=S(=O)(NCc1cccnc1)c1cccn1-c1ccccn1,1,301.0
PKM2,O=S(=O)(Nc1cc2c(s1)CCC2)c1ccccc1,1,302.0
PKM2,O=S(=O)(Nc1ccc(-c2nnco2)cc1)c1ccccc1,1,303.0
PKM2,O=S(=O)(Nc1ccc(N2CCOCC2)nn1)c1ccccc1,1,304.0
PKM2,O=S(=O)(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccccc1,1,305.0
PKM2,O=S(=O)(Nc1ccc2c(c1)OCO2)c1ccccc1,1,306.0
PKM2,O=S(=O)(Nc1ccc2ccccc2n1)c1ccc2c(c1)CCO2,1,307.0
PKM2,O=S(=O)(Nc1cccc2cccnc12)c1ccccc1,1,308.0
PKM2,O=S(=O)(Nc1ccccc1)c1ccc(-c2cocn2)cc1,1,309.0
PKM2,O=S(=O)(Nc1ccccc1)c1ccc2c(c1)CCN2,1,310.0
PKM2,O=S(=O)(Nc1ccccc1)c1ccc2c(c1)CCO2,1,311.0
PKM2,O=S(=O)(Nc1ccccc1)c1ccc2ncccc2c1,1,312.0
PKM2,O=S(=O)(Nc1ccccc1)c1ccc2ncsc2c1,1,313.0
PKM2,O=S(=O)(Nc1ccccc1)c1cccs1,1,314.0
PKM2,O=S(=O)(Nc1ccccn1)c1ccccc1,1,315.0
PKM2,O=S(=O)(Nc1nccs1)c1ccc(NS(=O)(=O)c2cccs2)cc1,1,316.0
PKM2,O=S(=O)(Oc1ccccc1)c1ccccc1,1,317.0
PKM2,O=S(=O)(c1ccc2c(c1)CCN2)N1CCc2ccccc21,1,318.0
PKM2,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCC(n2cnc3ccccc32)CC1,1,319.0
PKM2,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCC(n2nnc3ccccc32)CC1,1,320.0
PKM2,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCC[NH2+]CC1,1,321.0
PKM2,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCN(c2nc3ccccc3s2)CC1,1,322.0
PKM2,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCNCC1,1,323.0
PKM2,O=S(=O)(c1ccc2c(c1)OCCO2)N1CC[NH+](Cc2ccc3c(c2)OCO3)CC1,1,324.0
PKM2,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCc2ccccc2C1,1,325.0
PKM2,O=S(=O)(c1ccc2ccccc2c1)N1CCC[NH2+]CC1,1,326.0
PKM2,O=S(=O)(c1ccc2ccccc2c1)N1CCN(c2cccc(Sc3nnc[nH]3)c2)CC1,1,327.0
PKM2,O=S(=O)(c1ccc2ccccc2c1)N1CCN=C1SCc1cccnc1,1,328.0
PKM2,O=S(=O)(c1ccc2ncsc2c1)N1CCc2ccccc21,1,329.0
PKM2,O=S(=O)(c1ccccc1)N1CCC(n2cnc3ccccc32)CC1,1,330.0
PKM2,O=S(=O)(c1ccccc1)N1CCCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,1,331.0
PKM2,O=S(=O)(c1ccccc1)N1CCCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,1,332.0
PKM2,O=S(=O)(c1ccccc1)N1CCN(C(=S)NCc2ccco2)CC1,1,333.0
PKM2,O=S(=O)(c1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,334.0
PKM2,O=S(=O)(c1ccccc1)N1CCNCC1,1,335.0
PKM2,O=S(=O)(c1ccccc1)N1CC[NH+](Cc2ccc3c(c2)OCO3)CC1,1,336.0
PKM2,O=S(=O)(c1ccccc1)N1CCc2ccccc2C1,1,337.0
PKM2,O=S(=O)(c1cccs1)n1cc(Sc2ccccc2)cn1,1,338.0
PKM2,O=c1[nH]c(=O)c2[nH]c(-c3ccccc3)cc2[nH]1,1,339.0
PKM2,O=c1[nH]c(=O)c2cc(S(=O)(=O)Nc3ccc4c(c3)OCO4)ccc2[nH]1,1,340.0
PKM2,O=c1[nH]c(=O)c2nc3c4ccccc4c4ccccc4c3nc2[nH]1,1,341.0
PKM2,O=c1[nH]c(=O)n(Cc2ccccc2)cc1C(c1ccccc1)[NH+]1CCOCC1,1,342.0
PKM2,O=c1[nH]c(SCc2cscn2)nc2scc(-c3ccco3)c12,1,343.0
PKM2,O=c1[nH]c2ccc(S(=O)(=O)N3CCc4ccccc43)cc2[nH]c1=O,1,344.0
PKM2,O=c1[nH]c2ccc(S(=O)(=O)NCc3ccccc3)cc2[nH]1,1,345.0
PKM2,O=c1[nH]c2ccc(S(=O)(=O)Nc3ccc4c(c3)OCO4)cc2o1,1,346.0
PKM2,O=c1[nH]c2nc(OCc3cccnc3)[nH]c2c(=O)n1Cc1ccccc1,1,347.0
PKM2,O=c1[nH]cc(Sc2ccccc2)c(=O)[nH]1,1,348.0
PKM2,O=c1c(-c2nncn2-c2ccccc2)coc2ccccc12,1,349.0
PKM2,O=c1c(=Cc2ccco2)sc2nnc(-c3ccccc3)n12,1,350.0
PKM2,O=c1c(Cc2ccccc2)cccn1Cc1ccncc1,1,351.0
PKM2,O=c1c2[nH]c3ccsc3c2cnn1Cc1ccccc1,1,352.0
PKM2,O=c1c2cc3c([nH+]c2ccn1Cc1ccccc1)CCC3,1,353.0
PKM2,O=c1c2ccccc2[nH]c(=S)n1Cc1cccnc1,1,354.0
PKM2,O=c1c2ccccc2sc2ncn(Cc3ccco3)c(=O)c12,1,355.0
PKM2,O=c1c2ccccc2sn1-c1cccc(S(=O)(=O)Nc2ccccc2)c1,1,356.0
PKM2,O=c1c2sccc2nc(SCc2cc(=O)n3ccccc3n2)n1Cc1ccccn1,1,357.0
PKM2,O=c1cc(CSc2nnnn2-c2ccccc2)nc2scc(-c3ccccc3)n12,1,358.0
PKM2,O=c1cc(CSc2nnnn2-c2ccccc2)nc2sccn12,1,359.0
PKM2,O=c1cc(N2CCN(S(=O)(=O)c3ccccc3)CC2)cn[nH]1,1,360.0
PKM2,O=c1cc(SCc2ccccc2)cn[nH]1,1,361.0
PKM2,O=c1ccc2cc(S(=O)(=O)n3cccn3)ccc2o1,1,362.0
PKM2,O=c1ccc2ccc(NS(=O)(=O)c3ccccc3)cc2o1,1,363.0
PKM2,O=c1ccc2ccccc2o1,1,364.0
PKM2,O=c1oc2ccc(NS(=O)(=O)c3cccc4cccnc34)cc2s1,1,365.0
PKM2,S=C(NCCc1ccccc1)Nc1ccccc1,1,366.0
PKM2,S=C(c1ccc(-c2ccccc2)o1)N1CCOCC1,1,367.0
PKM2,S=C(c1ccccc1)N1CCN(c2ccccc2)CC1,1,368.0
PKM2,S=P(Nn1cnnc1)(c1ccccc1)c1ccccc1,1,369.0
PKM2,[NH2+]=C(NOC(=O)Cc1cccc2ccccc12)c1ccccc1,1,370.0
PKM2,[NH2+]=C1C(=Cc2coc3ccccc3c2=O)C(=O)[NH+]=C2SC=CN12,1,371.0
PKM2,[NH2+]=c1c2c(ncn1CC[NH+]1CCOCC1)Oc1ccc3ccccc3c1C2c1ccccc1,1,372.0
PKM2,c1ccc(-c2c[nH]c[nH+]2)cc1,1,373.0
PKM2,c1ccc(-c2ccco2)cc1,1,374.0
PKM2,c1ccc(-c2csc3nc(CSc4nncs4)ncc23)cc1,1,375.0
PKM2,c1ccc(-c2csc3nc(C[NH+]4CCN(c5ccccc5)CC4)ncc23)cc1,1,376.0
PKM2,c1ccc(-c2csc3ncncc23)cc1,1,377.0
PKM2,c1ccc(-c2nnc(Cn3cnc4ccccc43)o2)cc1,1,378.0
PKM2,c1ccc(-c2nncn2-c2ccccc2)cc1,1,379.0
PKM2,c1ccc(-c2nnn(Cc3ncc4c(-c5ccccc5)csc4n3)n2)cc1,1,380.0
PKM2,c1ccc(-c2noc(C[NH2+]CCC3CCCCO3)n2)cc1,1,381.0
PKM2,c1ccc(-n2ccc(-c3ccco3)n2)cc1,1,382.0
PKM2,c1ccc(-n2ncc3c(N4CCCC4)ncnc32)cc1,1,383.0
PKM2,c1ccc(-n2nnnc2Sc2ccccn2)cc1,1,384.0
PKM2,c1ccc(C(c2nnn[nH]2)[NH+]2CCN(c3nc4ccccc4s3)CC2)cc1,1,385.0
PKM2,c1ccc(C2=NNC(c3ccco3)C2)cc1,1,386.0
PKM2,c1ccc(C2CC(c3cccnc3)=NN2)cc1,1,387.0
PKM2,c1ccc(C2CC(c3ccncc3)=NN2)cc1,1,388.0
PKM2,c1ccc(CCn2cnc3ccccc32)cc1,1,389.0
PKM2,c1ccc(CNc2ccc3c(c2)ncn3Cc2ccccc2)cc1,1,390.0
PKM2,c1ccc(CNc2ccccc2)cc1,1,391.0
PKM2,c1ccc(CNc2nc3ccccc3[nH]2)cc1,1,392.0
PKM2,c1ccc(CONc2ncnc3nonc23)cc1,1,393.0
PKM2,c1ccc(CSCc2nnc[nH]2)cc1,1,394.0
PKM2,c1ccc(CSc2ccncn2)cc1,1,395.0
PKM2,c1ccc(CSc2ncnc3c2cnn3Cc2ccccc2)cc1,1,396.0
PKM2,c1ccc(CSc2ncnc3ccccc23)cc1,1,397.0
PKM2,c1ccc(CSc2ncnc3sccc23)cc1,1,398.0
PKM2,c1ccc(C[NH+](Cc2cnc3cc4c(cc3c2)OCCO4)Cc2nnnn2Cc2ccco2)cc1,1,399.0
PKM2,c1ccc(Cn2cncc3ncnc2-3)cc1,1,400.0
PKM2,c1ccc(Cn2ncc3c(N4CCCC4)ncnc32)cc1,1,401.0
PKM2,c1ccc(Cn2nnc3c(-n4ccnc4)ncnc32)cc1,1,402.0
PKM2,c1ccc(Cn2nnc3c(N4CCc5ccccc5C4)ncnc32)cc1,1,403.0
PKM2,c1ccc(NCC2COc3ccccc3O2)cc1,1,404.0
PKM2,c1ccc(Nc2c(-c3ccco3)nc3ccccn23)cc1,1,405.0
PKM2,c1ccc(Nc2c(-c3ccco3)nc3cnccn23)cc1,1,406.0
PKM2,c1ccc(Nc2nc(-c3ccco3)cs2)cc1,1,407.0
PKM2,c1ccc(OCCn2cnc3ccccc32)cc1,1,408.0
PKM2,c1ccc(OCc2nnnn2-c2ccccc2)cc1,1,409.0
PKM2,c1ccc(Oc2ncncn2)cc1,1,410.0
PKM2,c1ccc(Sc2ccn[nH]2)cc1,1,411.0
PKM2,c1ccc2[nH]c(CCCCCCc3nc4ccccc4[nH]3)nc2c1,1,412.0
PKM2,c1ccc2[nH]ccc2c1,1,413.0
PKM2,c1ccc2[nH]cnc2c1,1,414.0
PKM2,c1ccc2c(SCc3cn4ccccc4[nH+]3)nncc2c1,1,415.0
PKM2,c1ccc2c(SCc3cn4ccccc4n3)nncc2c1,1,416.0
PKM2,c1ccc2c(c1)Cc1ccccc1-2,1,417.0
PKM2,c1ccc2c(c1)OCCO2,1,418.0
PKM2,c1ccc2c(c1)ccc1nnc(SCc3ccc4c(c3)OCCO4)n12,1,419.0
PKM2,c1ccc2c(c1)ncn2Cc1nnc2sc(-c3ccc4c(c3)OCO4)nn12,1,420.0
PKM2,c1ccc2c(c1)ncn2Cc1nnc2sc(-c3ccncc3)nn12,1,421.0
PKM2,c1ccccc1,1,422.0
PKM2,c1ccn2cc[nH+]c2c1,1,423.0
PKM2,c1ccoc1,1,424.0
PKM2,c1cncc(CSc2nnc3ccc(-c4cccs4)nn23)c1,1,425.0
PKM2,c1csc(CSc2nnc3sc4ccccc4n23)c1,1,426.0
PKM2,c1cscn1,1,427.0
